source,shotID,proj_mat,proj_density,proj_diam,angle,velocity,bumper_mat,bumper_density,bumper_thick,standoff,wall_mat,wall_density,wall_yield,wall_thick,result,perforated_class
Ryan_2011,HD0020219,Al2017-T4,2.796,0.3175,60,2.67,Al6061-T6,2.7,0.0451,5.08,AA6061-T6,2.7,40,0.16,NP,0
Ryan_2011,HD0020170,Al2017-T4,2.796,0.3175,60,2.93,Al6061-T6,2.7,0.04724,5.08,AA6061-T6,2.7,40,0.203,NP,0
Ryan_2011,HD0120079,Al2017-T4,2.796,0.3175,60,3.03,Al6061-T6,2.7,0.04723,5.08,AA6061-T6,2.7,40,0.18,NP,0
Ryan_2011,HD0020015,Al2017-T4,2.796,0.3175,60,3.1,Al6061-T6,2.7,0.04534,5.08,AA6061-T6,2.7,40,0.229,NP,0
Ryan_2011,HD9920275,Al2017-T4,2.796,0.3175,60,3.1,Al6061-T6,2.7,0.0458,5.08,AA6061-T6,2.7,40,0.254,NP,0
Ryan_2011,HD9920274,Al2017-T4,2.796,0.3175,60,4.3,Al6061-T6,2.7,0.04724,5.08,AA6061-T6,2.7,40,0.229,NP,0
Ryan_2011,HD0020062,Al2017-T4,2.796,0.3175,60,4.37,Al6061-T6,2.7,0.04531,5.08,AA6061-T6,2.7,40,0.18,NP,0
Ryan_2011,HD0020014,Al2017-T4,2.796,0.3175,60,4.5,Al6061-T6,2.7,0.0452,5.08,AA6061-T6,2.7,40,0.203,NP,0
Ryan_2011,HD0020195,Al2017-T4,2.796,0.3175,60,4.56,Al6061-T6,2.7,0.04579,5.08,AA6061-T6,2.7,40,0.229,NP,0
Ryan_2011,HD0020059,Al2017-T4,2.796,0.3175,60,5.94,Al6061-T6,2.7,0.045,5.08,AA6061-T6,2.7,40,0.229,NP,0
Ryan_2011,HD0020123,Al2017-T4,2.796,0.3175,60,6,Al6061-T6,2.7,0.0457,5.08,AA6061-T6,2.7,40,0.254,NP,0
Ryan_2011,HD9920273,Al2017-T4,2.796,0.3175,60,6.5,Al6061-T6,2.7,0.04717,5.08,AA6061-T6,2.7,40,0.203,NP,0
Ryan_2011,HD0020061,Al2017-T4,2.796,0.3175,60,6.95,Al6061-T6,2.7,0.04731,5.08,AA6061-T6,2.7,40,0.229,NP,0
TM-2000-209907,SS-190D,Al1100,2.71,0.475,0,2,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-025C,Al6061-T6,2.7,0.475,0,2.59,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-015,Al1100,2.71,0.3175,0,2.85,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-028,Al1100,2.71,0.3175,0,3,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-Ot5C,Al1100,2.71,0.3175,0,3.01,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-O25A,Al6061-T6,2.7,0.475,0,3.27,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-109B,Al1100,2.71,0.475,0,3.61,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-025,Al6061-T6,2.7,0.475,0,3.71,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-109A,Al1100,2.71,0.475,0,4.06,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-P-027,Al1100,2.71,0.475,0,4.53,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-148A,Al1100,2.71,0.635,0,5.74,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TM-2000-209907,SS-109,Al1100,2.71,0.475,0,7.39,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,NP,0
TP-2003-210788,A1342,Al2017T4,2.796,0.318,0,3.96,Not reported,2.713,0.127,10.16,AA2219-T87,2.796,52,0.318,NP,0
TP-2003-210788,A1222,Al2017T4,2.796,0.2,0,4.48,Not reported,2.713,0.036,6.4,AA2024-T3,2.796,47,0.318,NP,0
TP-2003-210788,1794,Al2017T4,2.796,0.159,0,5.02,Not reported,2.713,0.096,1.11,AA6061-T6,2.796,36,0.17,NP,0
TP-2003-210788,A1211,Al2017T4,2.796,0.2,0,5.06,Not reported,2.713,0.036,6.4,AA2024-T3,2.796,47,0.483,NP,0
TP-2003-210788,A1221,Al2017T4,2.796,0.2,0,5.42,Not reported,2.713,0.036,6.4,AA2024-T3,2.796,47,0.318,NP,0
TP-2003-210788,A337,glass,2.25,0.079,0,5.44,Not reported,2.78,0.025,2.54,AA2024-T4,2.713,47,0.025,NP,0
TP-2003-210788,1797,Al2017T4,2.796,0.159,0,5.51,Not reported,2.713,0.096,1.11,AA6061-T6,2.796,36,0.17,NP,0
TP-2003-210788,A358,glass,2.25,0.04,0,5.56,Not reported,2.78,0.015,2.54,AA2024-T4,2.713,47,0.015,NP,0
TP-2003-210788,A1199,Al2017T4,2.796,0.2,0,5.7,Not reported,2.713,0.016,6.4,AA2024-T3,2.796,47,0.483,NP,0
TP-2003-210788,AV26,glass,2.25,0.127,0,5.72,Not reported,2.78,0.042,2.54,AA7178-T6,2.713,70,0.042,NP,0
TP-2003-210788,85-13,Al,2.78,0.635,0,5.88,Not reported,2.713,0.159,15.24,AA2219-T87,2.852,52,0.318,NP,0
TP-2003-210788,1796,Al2017T4,2.796,0.159,0,5.96,Not reported,2.713,0.095,1.11,AA6061-T6,2.713,36,0.17,NP,0
TP-2003-210788,85-24F,Al,2.78,0.635,0,6,Not reported,2.713,0.159,15.24,AA2219-T87,2.852,52,0.318,NP,0
TP-2003-210788,A1560,Al2017T4,2.796,0.357,0,6.08,Not reported,2.713,0.127,3.81,AA6061-T6,2.713,36,0.229,NP,0
TP-2003-210788,A1210,Al2017T4,2.796,0.318,0,6.27,Not reported,2.713,0.051,10.18,AA2024-T3,2.796,47,0.2,NP,0
TP-2003-210788,A1674,Al2017T4,2.796,0.318,0,6.3,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.16,NP,0
TP-2003-210788,A1463,Al2017T4,2.796,0.318,0,6.31,Not reported,2.713,0.081,5.08,AA2024-T3,2.796,47,0.254,NP,0
TP-2003-210788,A1603,Al2017T4,2.796,0.318,0,6.35,Not reported,2.713,0.081,10.16,AA2024-T3,2.796,47,0.16,NP,0
TP-2003-210788,A481,Al2017T4,2.796,0.318,0,6.38,Not reported,2.713,0.057,12.72,AA6061-T6,2.713,36,0.127,NP,0
TP-2003-210788,A1462,Al2017T4,2.796,0.317,0,6.39,Not reported,2.713,0.064,5.08,AA2024-T3,2.796,47,0.254,NP,0
TP-2003-210788,A1464,Al2017T4,2.796,0.317,0,6.43,Not reported,2.713,0.081,5.08,AA2219-T87,2.796,52,0.318,NP,0
TP-2003-210788,1792,Al2017T4,2.796,0.115,0,6.46,Not reported,2.713,0.094,1.11,AA6061-T6,2.796,36,0.169,NP,0
TP-2003-210788,A1397,Al2017T4,2.796,0.3,0,6.51,Not reported,2.713,0.064,10.16,AA7075-T7351,2.78,68,0.125,NP,0
TP-2003-210788,A250,glass,2.25,0.079,0,6.52,Not reported,2.78,0.03,2.54,AA7075-T6,2.796,70,0.03,NP,0
TP-2003-210788,1435,Al2017T4,2.796,0.08,0,6.52,Not reported,2.713,0.015,2.54,AA2024-T3,2.796,47,0.03,NP,0
TP-2003-210788,A240,Al,2.78,0.318,0,6.58,Not reported,2.78,0.081,10.16,AA2024-T3,2.796,47,0.127,NP,0
TP-2003-210788,A1465,Al2017T4,2.796,0.259,0,6.6,Not reported,2.713,0.203,2,AA6061-T6,2.796,36,0.203,NP,0
TP-2003-210788,A86/2,Al2017T4,2.796,0.953,0,6.64,Not reported,2.78,0.318,30.48,AA2024-T3,2.796,47,0.229,NP,0
TP-2003-210788,A86/1,Al2017T4,2.796,0.953,0,6.65,Not reported,2.78,0.159,30.48,AA2024-T351,2.796,47,0.635,NP,0
TP-2003-210788,1468,Al2017T4,2.796,0.081,0,6.7,Not reported,2.713,0.015,2.54,AA2024-T3,2.796,47,0.03,NP,0
TP-2003-210788,A1913,Al2017T4,2.796,1.27,0,6.71,Not reported,2.78,0.318,50.8,AA6061-T6,2.713,36,0.483,NP,0
TP-2003-210788,A1917,Al2017T4,2.796,0.953,0,6.72,Not reported,2.78,0.159,22.86,AA2024-T351,2.796,47,0.483,NP,0
TP-2003-210788,A1458,Al2017T4,2.796,0.238,0,6.74,Not reported,2.713,0.203,1.98,AA6061-T6,2.78,36,0.203,NP,0
TP-2003-210788,A1875,Al2017T4,2.796,0.953,0,6.75,Not reported,2.78,0.159,30.48,AA6061-T6,2.713,36,0.318,NP,0
TP-2003-210788,A1077,Al2017T4,2.796,0.2,0,6.77,Not reported,2.713,0.41,6,AA6061-T6,2.713,36,0.064,NP,0
TP-2003-210788,1881,Al2017T4,2.796,0.079,0,6.79,Not reported,2.713,0.041,5.08,AA6061-T6,2.852,36,0.127,NP,0
TP-2003-210788,A1921,Al2017T4,2.796,1.27,0,6.8,Not reported,2.78,0.159,22.86,AA2024-T351,2.796,47,0.635,NP,0
TP-2003-210788,A1918,Al2017T4,2.796,0.953,0,6.83,Not reported,2.78,0.159,38.1,AA2024-T3,2.796,47,0.318,NP,0
TP-2003-210788,A1895,Al2017T4,2.796,0.953,0,6.89,Not reported,2.78,0.159,30.48,AA6061-T6,2.713,36,0.318,NP,0
TP-2003-210788,A1200,Al2017T4,2.796,0.2,0,6.93,Not reported,2.78,0.015,6.4,AA6061-T6,2.713,36,0.483,NP,0
TP-2003-210788,A235,Al,2.78,0.318,0,6.98,Not reported,2.78,0.056,10.16,AA2024-T3,2.796,47,0.159,NP,0
TP-2003-210788,85-16,Al,2.78,0.762,0,7,Not reported,2.713,0.159,15.24,AA2219-T87,2.852,52,0.318,NP,0
TP-2003-210788,B176,Al2017T4,2.796,0.318,0,7.05,Not reported,2.713,0.08128,5.08,AA2024-T3,2.852,47,0.2286,NP,0
TP-2003-210788,MD15,Al,2.78,0.884,0,7.08,Not reported,2.78,0.23,26.52,AA2024-T351,2.796,47,0.201,NP,0
TP-2003-210788,B31,Al2017T4,2.796,0.635,0,7.08,Not reported,2.713,0.127,20.32,AA6061-T6,2.713,36,0.36,NP,0
TP-2003-210788,MD28,Al,2.78,1.908,0,7.08,Not reported,2.78,0.406,57.15,AA2024-T351,2.796,47,0.968,NP,0
TP-2003-210788,MD29,Al,2.78,1.908,0,7.08,Not reported,2.78,0.406,76.2,AA2024-T351,2.796,47,0.622,NP,0
TP-2003-210788,MD11,Al,2.78,0.884,0,7.09,Not reported,2.78,0.08,13.26,AA2024-T351,2.796,47,1.618,NP,0
TP-2003-210788,A1868,Al2017T4,2.796,0.953,0,7.1,Not reported,2.78,0.159,30.48,AA6061-T6,2.713,36,0.318,NP,0
TP-2003-210788,4613,glass,2.25,0.079,0,7.13,Not reported,2.78,0.025,5.08,AA2024-T3,2.796,47,0.025,NP,0
TP-2003-210788,MD13,Al,2.78,0.884,0,7.15,Not reported,2.78,0.08,35.36,AA2024-T351,2.796,47,0.792,NP,0
TP-2003-210788,MD31,Al,2.78,1.908,0,7.15,Not reported,2.78,0.813,57.15,AA2024-T351,2.796,47,0.8,NP,0
TP-2003-210788,MD27,Al,2.78,1.908,0,7.15,Not reported,2.78,0.406,28.575,AA2024-T351,2.796,47,2.827,NP,0
TP-2003-210788,MD12,Al,2.78,0.884,0,7.16,Not reported,2.78,0.08,26.52,AA2024-T351,2.796,47,0.655,NP,0
TP-2003-210788,4679,Al6061,2.713,0.079,0,7.16,Not reported,2.78,0.051,7.62,AA2024-T3,2.796,47,0.025,NP,0
TP-2003-210788,1791,Al2017T4,2.796,0.079,0,7.18,Not reported,2.713,0.094,1.11,AA6061-T6,2.78,36,0.172,NP,0
TP-2003-210788,4738,Al6061,2.71,0.159,0,7.2,Not reported,2.78,0.051,5.08,AA2024-T3,2.796,47,0.064,NP,0
TP-2003-210788,A1196,Al2017T4,2.796,0.2,0,7.2,Not reported,2.78,0.036,6.4,AA2024-T3,2.796,47,0.159,NP,0
TP-2003-210788,B131,Al2017T4,2.796,0.783,0,7.26,Not reported,2.713,0.12,30.48,AA6061-T6,2.796,36,0.402,NP,0
TP-2003-210788,4709,glass,2.54,0.159,0,7.26,Not reported,2.78,0.025,5.09,AA2024-T3,2.713,47,0.064,NP,0
TP-2003-210788,4709,glass,2.54,0.159,0,7.26,Not reported,2.78,0.025,5.08,AA2024-T3,2.796,47,0.064,NP,0
TP-2003-210788,MD14,Al,2.78,0.884,0,7.27,Not reported,2.78,0.044,26.52,AA2024-T351,2.796,47,1.26,NP,0
TP-2003-210788,MD30,Al,2.78,1.908,0,7.27,Not reported,2.78,0.203,57.15,AA2024-T351,2.796,47,1.626,NP,0
TP-2003-210788,B160,Al2017T4,2.796,0.318,0,7.34,Not reported,2.713,0.076,5.08,AA2024-T3,2.852,47,0.254,NP,0
TP-2003-210788,4681,Al6061,2.713,0.079,0,7.34,Not reported,2.78,0.051,2.54,AA2024-T3,2.796,47,0.041,NP,0
TP-2003-210788,B123,Al2017T4,2.796,0.634,0,7.38,Not reported,2.713,0.127,10.16,AA6061-T6,2.796,36,0.483,NP,0
TP-2003-210788,B121,Al2017T4,2.796,0.634,0,7.44,Not reported,2.713,0.127,10.16,AA2024-T3,2.713,47,0.406,NP,0
TP-2003-210788,B128,Al2017T4,2.796,0.634,0,7.45,Not reported,2.713,0.127,10.16,AA6061-T6,2.796,36,0.638,NP,0
TP-2003-210788,B294,Al2017T4,2.796,0.634,0,7.51,Not reported,2.713,0.127,15.24,AA2219-T87,2.796,52,0.318,NP,0
TP-2003-210788,B166,Al2017T4,2.796,0.318,0,7.52,Not reported,2.713,0.081,5.08,AA2024-T3,2.796,47,0.203,NP,0
TP-2003-210788,B146,Al2017T4,2.796,0.478,0,7.53,Not reported,2.713,0.127,10.16,AA2219-T87,2.852,52,0.318,NP,0
TP-2003-210788,4695,glass,2.54,0.159,0,7.56,Not reported,2.78,0.051,5.08,AA2024-T3,2.796,47,0.064,NP,0
TP-2003-210788,B184,Al2017T4,2.796,0.476,0,7.59,Not reported,2.713,0.229,5.08,AA6061-T6,2.713,36,0.102,NP,0
TP-2003-210788,B153,Al2017T4,2.796,0.319,0,7.62,Not reported,2.713,0.081,5.08,AA2024-T3,2.852,47,0.406,NP,0
TP-2003-210788,B156,Al2017T4,2.796,0.318,0,7.63,Not reported,2.713,0.064,10.16,AA2024-T3,2.78,47,0.16,NP,0
TP-2003-210788,1644,Cu,8.25,0.018,0,7.97,Not reported,2.796,0.064,2.54,AA3003-O,2.78,18,0.025,NP,0
TP-2003-210788,1476,Al2017T4,2.796,0.04,0,8.06,Not reported,2.74,0.01,1.27,AA3003-H14,2.78,21,0.027,NP,0
TP-2003-210788,A1967,Al2017T4,2.796,0.318,15,6.22,Not reported,2.713,0.112,10.2,AA6061-CMG,2.713,28.7,0.191,NP,0
TP-2003-210788,A1965,Al2017T4,2.796,0.289,15,6.29,Not reported,2.713,0.112,10.2,AA6061-CMG,2.713,28.7,0.191,NP,0
TP-2003-210788,A2033R2,Al2017T4,2.796,0.18,16,3.36,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A2025R2,Al2017T4,2.796,0.159,16,3.4,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A2019R2,Al2017T4,2.796,0.217,16,3.86,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A2017R2,Al2017T4,2.796,0.219,16,4.45,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A2010R2,Al2017T4,2.796,0.2,16,6.76,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A1916,Al2017T4,2.796,0.318,20,3.16,Not reported,2.78,0.151,23.6,Alclad 7075-T6,2.78,64.6,0.302,NP,0
TP-2003-210788,A1917,Al2017T4,2.796,0.34,20,3.55,Not reported,2.78,0.151,23.6,Alclad 7075-T6,2.78,64.6,0.286,NP,0
TP-2003-210788,B324,Al2017T4,2.796,0.596,23,7.07,Not reported,2.78,0.151,10.2,Alclad 7075-T6,2.78,64.6,0.302,NP,0
TP-2003-210788,B344,Al2017T4,2.796,0.596,23,7.2,Not reported,2.713,0.159,10.2,AA2219-T87,2.852,52,0.318,NP,0
TP-2003-210788,B343,Al2017T4,2.796,0.596,23,7.46,Not reported,2.796,0.159,10.2,AA2024-T3,2.796,47,0.318,NP,0
TP-2003-210788,B480,Al2017T4,2.796,0.358,26,6.95,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A1969,Al2017T4,2.796,0.358,30,6.29,Not reported,2.713,0.112,10.2,AA6061-CMG,2.713,28.7,0.191,NP,0
TP-2003-210788,A1467,Al2017T4,2.796,0.3,45,6.1,Not reported,2.713,0.203,1.98,AA6061-T6,2.796,36,0.203,NP,0
TP-2003-210788,A1466,Al2017T4,2.796,0.281,45,6.54,Not reported,2.713,0.203,1.98,AA6061-T6,2.713,36,0.203,NP,0
TP-2003-210788,B319,Al2017T4,2.796,0.517,53.1,7.57,Not reported,2.78,0.151,10.2,Alclad 7075-T6,2.78,64.6,0.302,NP,0
TP-2003-210788,B348,Al2017T4,2.796,0.674,58.4,7.13,Not reported,2.713,0.18,20.2,AA6061-T6,2.713,36,0.406,NP,0
TP-2003-210788,B334,Al2017T4,2.796,0.635,58.4,7.28,Not reported,2.78,0.171,20.2,AA2024-T3,2.796,47,0.406,NP,0
TP-2003-210788,B341,Al2017T4,2.796,0.674,58.4,7.57,Not reported,2.796,0.18,20.2,AA2024-T3,2.796,47,0.406,NP,0
TP-2003-210788,B333,Al2017T4,2.796,0.596,58.4,7.6,Not reported,2.78,0.171,20.2,AA2024-T3,2.796,47,0.406,NP,0
TP-2003-210788,B461,Al2017T4,2.796,0.319,60,6.81,Not reported,2.78,0.09652,14.2,Alclad 7075-T6,2.78,64.6,0.198,NP,0
TP-2003-210788,B460,Al2017T4,2.796,0.358,65,6.77,Not reported,2.78,0.1016,13.6,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,B488,Al2017T4,2.796,0.318,65,6.94,Not reported,2.78,0.1016,15.8,Alclad 7075-T6,2.78,64.6,0.152,NP,0
TP-2003-210788,A1485,Al2017T4,2.796,0.358,80,6.17,Not reported,2.713,0.051,2.54,AA2024-T3,2.796,47,0.127,NP,0
TP-2003-210788,A1486,Al2017T4,2.796,0.358,85,5.45,Not reported,2.713,0.051,2.54,AA2024-T3,2.796,47,0.127,NP,0
CR-65222,E-51,Al2017,2.796,0.318,0,1.99,Al1100-O,2.71,0.0635,5.08,AA7075-T6,2.81,75,0.254,P,1
CR-65222,E-47,Al2017,2.796,0.318,0,2.08,Al1100-O,2.71,0.159,5.08,AA7075-T6,2.81,75,0.081,P,1
CR-65222,E-48,Al2017,2.796,0.318,0,2.14,Al1100-O,2.71,0.159,5.08,AA7075-T6,2.81,75,0.159,P,1
CR-65222,E-43,Al2017,2.796,0.318,0,2.43,Al1100-O,2.71,0.102,5.08,AA7075-T6,2.81,75,0.19,P,1
CR-65222,E-40,Al2017,2.796,0.318,0,2.46,Al1100-O,2.71,0.0635,5.08,AA7075-T6,2.81,75,0.318,P,1
CR-65222,E-39,Al2017,2.796,0.318,0,2.56,Al1100-O,2.71,0.0635,5.08,AA7075-T6,2.81,75,0.254,P,1
CR-65222,E-44,Al2017,2.796,0.318,0,2.65,Al1100-O,2.71,0.102,5.08,AA7075-T6,2.81,75,0.254,P,1
CR-65222,C-726,Al,2.796,0.318,0,5.43,Al1100-O,2.71,0.102,5.08,AA7075-T6,2.81,75,0.635,P,1
CR-65222,D-1400,Al,2.796,0.318,0,7.49,Al1100-O,2.71,0.0635,5.08,AA7075-T6,2.81,75,0.0635,P,1
CR-65222,D-880,Al2017,2.796,0.318,0,8.08,Al1100-O,2.71,0.0534,5.08,AA7075-T6,2.81,75,0.0813,P,1
Reimerdes_2006,4435,Al 99.9%,2.7,0.25,0,2.57,Al2024-T3,2.78,0.1,10,AA7075-T6,2.81,75,0.2,P,1
Reimerdes_2006,4436,Al 99.9%,2.7,0.25,0,3.8,Al2024-T3,2.78,0.046,10,AA7075-T6,2.81,75,0.2,P,1
Reimerdes_2006,4445,Al 99.9%,2.7,0.35,0,6.89,Al2024-T3,2.78,0.046,10,AA7075-T6,2.81,75,0.2,P,1
Reimerdes_2006,4438,Al 99.9%,2.7,0.4,0,7.02,Al2024-T3,2.78,0.046,10,AA7075-T6,2.81,75,0.2,P,1
