source,shotID,proj_mat,proj_density,proj_diam,angle,velocity,bumper_mat,bumper_density,bumper_thick,standoff,wall_mat,wall_density,wall_yield,wall_thick,result,perforated_class
Reimerdes_2006,4441,Al 99.9%,2.7,0.5,0,7.07,Al2024-T3,2.78,0.1,10,AA7075-T6,2.81,75,0.2,P,1
Ryan_2011,HD9820223,Al2017-T4,2.796,0.3175,0,2.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD9920028,Al2017-T4,2.796,0.3175,0,2.6,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD9920104,Al2017-T4,2.796,0.3175,0,2.7,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.4064,P,1
Ryan_2011,HD9820222,Al2017-T4,2.796,0.3175,0,3,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD9920040,Al2017-T4,2.796,0.3175,0,3.1,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.4064,P,1
Ryan_2011,HD9820221,Al2017-T4,2.796,0.3175,0,4.4,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2032,P,1
Ryan_2011,HD9920030,Al2017-T4,2.796,0.3175,0,4.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2286,P,1
Ryan_2011,HD9920115,Al2017-T4,2.796,0.3175,0,5.7,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD9920003,Al2017-T4,2.796,0.3175,0,5.8,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD9920058,Al2017-T4,2.796,0.3175,0,5.9,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2286,P,1
Ryan_2011,HD9920152,Al2017-T4,2.796,0.3175,0,5.9,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD9920014,Al2017-T4,2.796,0.3175,0,6,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2032,P,1
Ryan_2011,HD9920004,Al2017-T4,2.796,0.3175,0,6.4,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2032,P,1
Ryan_2011,HD9920032,Al2017-T4,2.796,0.3175,0,6.4,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2286,P,1
Ryan_2011,HD9920065,Al2017-T4,2.796,0.3175,0,6.4,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD9820217,Al2017-T4,2.796,0.3175,0,6.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.18034,P,1
Ryan_2011,HD9920114,Al2017-T4,2.796,0.3175,0,6.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD9820220,Al2017-T4,2.796,0.3175,0,6.6,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.18034,P,1
Ryan_2011,HD9920009,Al2017-T4,2.796,0.3175,0,6.7,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.18034,P,1
Ryan_2011,HD9920066,Al2017-T4,2.796,0.3175,0,6.7,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.4064,P,1
Ryan_2011,HD9920005,Al2017-T4,2.796,0.3175,0,6.9,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD9920034,Al2017-T4,2.796,0.3175,0,6.9,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD0120005,Al2017-T4,2.796,0.3175,45,2.75,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD9920272,Al2017-T4,2.796,0.3175,45,3.1,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.318,P,1
Ryan_2011,HD0020011,Al2017-T4,2.796,0.3175,45,4.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.318,P,1
Ryan_2011,HD9920271,Al2017-T4,2.796,0.3175,45,4.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD0020087,Al2017-T4,2.796,0.3175,45,5.45,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD0020078,Al2017-T4,2.796,0.3175,45,5.6,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.229,P,1
Ryan_2011,HD0020052,Al2017-T4,2.796,0.3175,45,5.7,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD0020077,Al2017-T4,2.796,0.3175,45,5.93,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD9920270,Al2017-T4,2.796,0.3175,45,6.5,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.229,P,1
Ryan_2011,HD0020153,Al2017-T4,2.796,0.3175,45,6.81,Al6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
Ryan_2011,HD0120004,Al2017-T4,2.796,0.3175,60,2.66,Al6061-T6,2.7,0.04713,5.08,AA6061-T6,2.7,40,0.127,P,1
Ryan_2011,HD0020119,Al2017-T4,2.796,0.3175,60,4.51,Al6061-T6,2.7,0.04732,5.08,AA6061-T6,2.7,40,0.16,P,1
Ryan_2011,HD0020060,Al2017-T4,2.796,0.3175,60,5.67,Al6061-T6,2.7,0.04513,5.08,AA6061-T6,2.7,40,0.18,P,1
Ryan_2011,HD0020117,Al2017-T4,2.796,0.3175,60,5.7,Al6061-T6,2.7,0.04602,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD0020019,Al2017-T4,2.796,0.3175,60,6,Al6061-T6,2.7,0.04726,5.08,AA6061-T6,2.7,40,0.203,P,1
Ryan_2011,HD0020013,Al2017-T4,2.796,0.3175,60,6.6,Al6061-T6,2.7,0.04518,5.08,AA6061-T6,2.7,40,0.18,P,1
Ryan_2011,HD0020118,Al2017-T4,2.796,0.3175,60,6.8,Al6061-T6,2.7,0.04525,5.08,AA6061-T6,2.7,40,0.203,P,1
TM-2000-209907,SS-P-O25B,Al6061-T6,2.7,0.475,0,2.25,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O01,Al1100,2.71,0.635,0,2.75,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O02,Al1100,2.71,0.635,0,2.99,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-101,Al1100,2.71,0.475,0,3.09,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O14D,Al1100,2.71,0.475,0,3.26,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-T2-8,Al1100,2.71,0.795,0,3.39,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-148C,Al1100,2.71,0.635,0,3.63,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-PT4A,Al1100,2.71,0.635,0,3.64,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-101A,Al1100,2.71,0.475,0,3.7,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-014,Al1100,2.71,0.475,0,3.72,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O27A,Al1100,2.71,0.475,0,3.87,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O27B,Al1100,2.71,0.475,0,4.15,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O14A,Al1100,2.71,0.475,0,4.18,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-PT4B,Al1100,2.71,0.635,0,4.26,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-I01B,Al1100,2.71,0.475,0,4.27,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-PT8A,Al1100,2.71,0.795,0,4.35,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-PT8B,Al1100,2.71,0.795,0,4.37,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-T2-6A,Al1100,2.71,0.795,0,4.64,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-T2-20,Al1100,2.71,0.795,0,4.73,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-013,Al1100,2.71,0.635,0,4.77,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O03,Al1100,2.71,0.635,0,4.9,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O04,Al1100,2.71,0.635,0,4.95,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-T2-18,Al1100,2.71,0.9525,0,5.05,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-022,Al1100,2.71,0.6655,0,5.09,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-016,Al6061-T6,2.7,0.762,0,5.14,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS--P-013C,Al1100,2.71,0.635,0,5.79,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-024C,Al6061-T6,2.7,0.635,0,5.8,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,EHSS-2B,Al1100,2.71,0.635,0,5.88,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O24F,Al6061-T6,2.7,0.635,0,5.88,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-016A,Al6061-T6,2.7,0.762,0,6.04,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O16B,Al6061-T6,2.7,0.762,0,6.33,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O21A,Al1100,2.71,0.762,0,6.47,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-016C,Al6061-T6,2.7,0.762,0,6.63,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-020C,Al1100,2.71,0.762,0,6.63,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-021,Al1100,2.71,0.762,0,6.63,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,EH3-A,Al1100,2.71,0.795,0,6.64,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,EHSS-6C,Al1100,2.71,0.795,0,6.64,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-035,Al1100,2.71,0.889,0,6.69,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-107A,Al1100,2.71,0.889,0,6.74,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,EH4-B,Al1100,2.71,0.795,0,6.76,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O16E,Al6061-T6,2.7,0.762,0,6.78,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-107B,Al1100,2.71,0.889,0,6.82,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O22B,Al1100,2.71,0.6655,0,6.89,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O34B,Al1100,2.71,0.635,0,7.06,Al6061-T6,2.7,0.16002,10.16,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-P-O18RV,Al6061-T6,2.7,0.6655,0,7.12,Al6061-T6,2.7,0.16002,15.24,AA2219-T87,2.84,57,0.3175,P,1
TM-2000-209907,SS-102,Al1100,2.71,0.762,0,7.2,Al6061-T6,2.7,0.2032,10.16,AA2219-T87,2.84,57,0.3175,P,1
TP-2003-210788,A1347,Al2017T4,2.796,0.358,0,2.93,Not reported,2.713,0.127,10.16,AA2219-T87,2.713,52,0.318,P,1
TP-2003-210788,A1344,Al2017T4,2.796,0.358,0,3.19,Not reported,2.713,0.127,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,A1368,Cu,8.79,0.318,0,5.04,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.159,P,1
TP-2003-210788,A1370,Al2017T4,2.796,0.318,0,5.2,Not reported,2.713,0.064,10.16,AA2024-T3,2.713,47,0.158,P,1
TP-2003-210788,B111,Al2017T4,2.796,0.635,0,5.85,Not reported,2.713,0.127,10.16,AA2219-T87,2.796,52,0.318,P,1
TP-2003-210788,A1672,Al2017T4,2.796,0.318,0,6.05,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.16,P,1
TP-2003-210788,A1676,Al2017T4,2.796,0.318,0,6.07,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.16,P,1
TP-2003-210788,A1114,Al2017T4,2.796,0.318,0,6.21,Not reported,2.713,0.051,10.18,AA2024-T3,2.796,47,0.159,P,1
TP-2003-210788,B109,Al2017T4,2.796,0.634,0,6.22,Not reported,2.713,0.127,10.16,AA6061-T6,2.78,36,0.318,P,1
TP-2003-210788,A1607,Al2017T4,2.796,0.318,0,6.24,Not reported,2.713,0.051,10.16,AA2024-T3,2.796,47,0.16,P,1
TP-2003-210788,A1193,Al2017T4,2.796,0.318,0,6.25,Not reported,2.713,0.051,10.18,AA6061-T6,2.713,36,0.2,P,1
TP-2003-210788,B110,Al2017T4,2.796,0.634,0,6.27,Not reported,2.713,0.127,10.16,AA2219-T87,2.713,52,0.318,P,1
TP-2003-210788,A1682,Al2017T4,2.796,0.318,0,6.28,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.16,P,1
TP-2003-210788,A1373,Al2017T4,2.796,0.3,0,6.33,Not reported,2.713,0.063,10.16,AA6061-T6,2.796,36,0.122,P,1
TP-2003-210788,A1076,Al2017T4,2.796,0.2,0,6.37,Not reported,2.713,0.064,6,AA6061-T6,2.713,36,0.041,P,1
TP-2003-210788,B37,Al2017T4,2.796,0.635,0,6.39,Not reported,2.796,0.159,10.16,AA6061-T6,2.713,36,0.5,P,1
TP-2003-210788,A86/4,Al2017T4,2.796,0.953,0,6.4,Not reported,2.78,0.483,30.48,AA2024-T3,2.796,47,0.229,P,1
TP-2003-210788,85-20C,Al,2.78,0.762,0,6.4,Not reported,2.713,0.159,15.24,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,A86/5,Al2017T4,2.796,0.953,0,6.47,Not reported,2.78,0.159,30.48,AA2024-T3,2.796,47,0.318,P,1
TP-2003-210788,A1907,Al2017T4,2.796,1.27,0,6.53,Not reported,2.78,0.318,50.8,AA2024-T351,2.796,47,0.483,P,1
TP-2003-210788,A1374,Al2017T4,2.796,0.299,0,6.55,Not reported,2.713,0.064,10.16,AA2024-T3,2.796,47,0.125,P,1
TP-2003-210788,A1371,Al2017T4,2.796,0.299,0,6.56,Not reported,2.713,0.063,10.16,AA2024-T3,2.713,47,0.125,P,1
TP-2003-210788,A151,Al6061,2.713,0.318,0,6.6,Not reported,2.78,0.081,5.08,AA2024-T3,2.796,47,0.127,P,1
TP-2003-210788,A86/3,Al2017T4,2.796,0.953,0,6.65,Not reported,2.78,0.159,30.48,AA2024-T3,2.796,47,0.229,P,1
TP-2003-210788,A1281,Nylon,1.145,0.318,0,6.7,Not reported,2.713,0.025,10.16,AA2024-T3,2.796,47,0.081,P,1
TP-2003-210788,A201,glass,2.25,0.079,0,6.7,Not reported,2.78,0.03,7.62,AA1100-H14,2.78,17,0.03,P,1
TP-2003-210788,A1899,Al2017T4,2.796,0.953,0,6.83,Not reported,2.78,0.159,15.24,AA2024-T351,2.796,47,0.635,P,1
TP-2003-210788,86-1,Al,2.71,0.793,0,6.9,Not reported,2.713,0.159,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,A1218,Al2017T4,2.796,0.2,0,6.93,Not reported,2.78,0.015,6.4,AA2024-T3,2.796,47,0.318,P,1
TP-2003-210788,B613,Al2017T4,2.796,0.794,0,6.98,Not reported,2.713,0.16002,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,86-2,Al,2.71,0.793,0,6.98,Not reported,2.713,0.159,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,1817,Al2017T4,2.796,0.06,0,7,Not reported,2.713,0.003,2.86,AA3003-O,2.78,18,0.051,P,1
TP-2003-210788,1817,Al2017T4,2.8,0.06,0,7,Not reported,2.7,0.003,2.86,AA3003-O,2.73,18,0.051,P,1
TP-2003-210788,1481,Al2017T4,2.796,0.04,0,7.1,Not reported,2.74,0.01,1.27,AA3003-H12,2.78,18,0.01,P,1
TP-2003-210788,4637,glass,2.25,0.079,0,7.22,Not reported,2.78,0.015,5.08,AA2024-T3,2.796,47,0.025,P,1
TP-2003-210788,4658,Al6061,2.713,0.079,0,7.25,Not reported,2.78,0.015,5.08,AA2024-T3,2.796,47,0.025,P,1
TP-2003-210788,4691,glass,2.54,0.159,0,7.25,Not reported,2.78,0.051,7.62,AA2024-T3,2.796,47,0.041,P,1
TP-2003-210788,4706,glass,2.54,0.159,0,7.26,Not reported,2.78,0.025,7.62,AA2024-T3,2.796,47,0.041,P,1
TP-2003-210788,1487,Al6061,2.713,0.04,0,7.3,Not reported,2.74,0.01,1.27,AA3003-H12,2.78,18,0.015,P,1
TP-2003-210788,1830,Cu,8.25,0.018,0,7.3,Not reported,2.713,0.006,2.54,AA3003-O,2.78,18,0.011,P,1
TP-2003-210788,4736,Al6061,2.71,0.159,0,7.31,Not reported,2.78,0.051,7.62,AA2024-T3,2.796,47,0.041,P,1
TP-2003-210788,B177,Nylon,1.14,1.458,0,7.34,Not reported,2.796,0.483,5.08,AA1100-O,2.852,23,0.635,P,1
TP-2003-210788,B133,Al2017T4,2.796,0.783,0,7.43,Not reported,2.713,0.031,30.48,AA6061-T6,2.796,36,0.401,P,1
TP-2003-210788,4638,glass,2.25,0.079,0,7.53,Not reported,2.78,0.015,7.62,AA2024-T3,2.796,47,0.025,P,1
TP-2003-210788,B752,Al2017T4,2.796,0.794,25,7.19,Not reported,2.78,0.159,11.2,AA2219-T851,2.852,52,0.508,P,1
TP-2003-210788,B614,Al2017T4,2.796,0.627,30,7.05,Not reported,2.713,0.127,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,A1971,Al2017T4,2.796,0.318,45,6.17,Not reported,2.713,0.112,10.2,AA6061-CMG,2.713,28.7,0.191,P,1
TP-2003-210788,A1375,Al2017T4,2.796,0.299,45,6.27,Not reported,2.713,0.064,10.16,AA2024-T3,2.78,47,0.127,P,1
TP-2003-210788,A1459,Al2017T4,2.796,0.318,45,6.35,Not reported,2.713,0.635,5.08,AA6061-T6,2.796,36,0.16,P,1
TP-2003-210788,A1468,Al2017T4,2.796,0.318,45,6.39,Not reported,2.713,0.203,1.98,AA6061-T6,2.796,36,0.203,P,1
TP-2003-210788,A1376,Al2017T4,2.796,0.3,45,6.41,Not reported,2.713,0.064,10.16,AA6061-T6,2.796,36,0.127,P,1
TP-2003-210788,A1894,Al2017T4,2.796,0.953,45,6.74,Not reported,2.78,0.162,30.5,AA2024-T351,2.796,47,0.792,P,1
TP-2003-210788,B615,Al2017T4,2.796,0.631,45,7.05,Not reported,2.713,0.127,10.16,AA2219-T87,2.852,52,0.318,P,1
TP-2003-210788,B386,Al2017T4,2.796,0.476,50,6.64,Not reported,2.78,0.16,10.2,Alclad 7075-T6,2.78,64.6,0.302,P,1
TP-2003-210788,B327,Al2017T4,2.796,0.675,58.4,6.95,Not reported,2.78,0.171,20.2,Alclad 7075-T6,2.78,64.6,0.386,P,1
TP-2003-210788,A1487,Al2017T4,2.796,0.358,65,5.4,Not reported,2.713,0.051,2.54,AA2024-T3,2.796,47,0.127,P,1
TP-2003-210788,A1488,Al2017T4,2.796,0.358,65,6.19,Not reported,2.713,0.051,2.54,AA2024-T3,2.796,47,0.127,P,1
TP-2003-210788,B606,Al2017T4,2.796,0.953,65,6.89,Not reported,2.713,0.08128,20.3,AA6061-T6,2.713,36,0.635,P,1